City,Brand,Model,Year,Body,Color,Engine_Power,Fuel_Type,Mileage,Gearbox,Transmission,New,Price
Bakı,Mitsubishi,L 200,2021,Pikap,Yaş Asfalt,136.0,Dizel,0,Avtomat,Tam,Bəli,38900
Sumqayıt,Mercedes,C 230,1999,Sedan,Qara,193.0,Benzin,289627,Avtomat,Ön,Xeyr,12000
Bakı,Mercedes,E 350,2010,Sedan,Ağ,272.0,Benzin,165000,Avtomat,Arxa,Xeyr,16700
Bakı,Mercedes,E 200,2010,Sedan,Ağ,184.0,Benzin,324000,Avtomat,Arxa,Xeyr,32500
Masallı,Toyota,Corolla,2005,Hetçbek / Liftbek,Gümüşü,90.0,Dizel,168000,Mexaniki,Ön,Xeyr,13500
Sumqayıt,Mercedes,E 220,2001,Sedan,Gümüşü,143.0,Dizel,354857,Avtomat,Arxa,Xeyr,17600
Masallı,Toyota,Auris,2007,Hetçbek / Liftbek,Yaş Asfalt,126.0,Dizel,116000,Mexaniki,Ön,Xeyr,14500
Bakı,Hyundai,Elantra,2016,Sedan,Yaş Asfalt,150.0,Benzin,45200,Avtomat,Ön,Xeyr,25500
Masallı,Mercedes,C 280,1997,Sedan,Qara,193.0,Benzin,229000,Avtomat,Arxa,Xeyr,13200
Bakı,Nissan,Sentra,2006,Sedan,Yaş Asfalt,147.0,Benzin,212548,Avtomat,Tam,Xeyr,11000
Masallı,Mercedes,E 240,1997,Sedan,Gümüşü,170.0,Benzin,262000,Avtomat,Arxa,Xeyr,13500
Bakı,Mitsubishi,Pajero io,2000,Offroader / SUV,Ağ,130.0,Benzin,293000,Avtomat,Tam,Xeyr,7800
Masallı,Mercedes,E 240,1998,Sedan,Gümüşü,170.0,Benzin,370000,Avtomat,Arxa,Xeyr,13200
Bakı,LADA (VAZ),2106,1989,Sedan,Yaşıl,75.0,Benzin,234567,Mexaniki,Arxa,Xeyr,3700
Bakı,Mercedes,S 350,2007,Sedan,Qara,272.0,Benzin,194000,Avtomat,Arxa,Xeyr,29200
Bakı,Hyundai,Tucson,2006,Offroader / SUV,Qara,141.0,Benzin,364,Avtomat,Ön,Xeyr,14000
Bakı,Chevrolet,Malibu,2016,Sedan,Göy,160.0,Benzin,77000,Avtomat,Ön,Xeyr,21900
Gəncə,Volkswagen,Crafter,2009,Mikroavtobus,Ağ,164.0,Dizel,276000,Mexaniki,Arxa,Xeyr,28000
Bakı,Opel,Astra,1997,Universal,Yaşıl,75.0,Benzin,382112,Avtomat,Ön,Xeyr,6000
Bakı,Opel,Astra,2006,Hetçbek / Liftbek,Mavi,90.0,Dizel,210050,Mexaniki,Ön,Xeyr,10800
Bakı,Chevrolet,Cruze,2012,Sedan,Gümüşü,141.0,Benzin,107000,Avtomat,Ön,Xeyr,15000
Bakı,Land Rover,Discovery Sport,2017,Offroader / SUV,Ağ,240.0,Benzin,59000,Avtomat,Tam,Xeyr,28500
Sumqayıt,LADA (VAZ),2107,2005,Sedan,Ağ,75.0,Benzin,100395,Mexaniki,Arxa,Xeyr,5000
Bakı,Ford,Explorer,2017,Offroader / SUV,Ağ,284.0,Benzin,133000,Avtomat,Ön,Xeyr,26900
Bakı,Toyota,Corolla,2005,Hetçbek / Liftbek,Gümüşü,97.0,Benzin,230000,Mexaniki,Ön,Xeyr,12400
Bakı,Hyundai,Sonata,2008,Sedan,Qara,165.0,Dizel,228000,Avtomat,Ön,Xeyr,19800
Bakı,Audi,A4,2013,Sedan,Qara,170.0,Benzin,75000,Variator,Ön,Xeyr,28500
Bakı,LADA (VAZ),Niva,2013,Offroader / SUV,Ağ,80.0,Benzin,147200,Mexaniki,Tam,Xeyr,10300
Bakı,Toyota,Prado,2013,Offroader / SUV,Ağ,167.0,Benzin,97000,Avtomat,Tam,Xeyr,32800
Bakı,BMW,528,2013,Sedan,Boz,245.0,Benzin,132000,Avtomat,Arxa,Xeyr,18500
Masallı,BMW,325,2000,Sedan,Göy,192.0,Benzin,326000,Avtomat,Arxa,Xeyr,11500
Naxçıvan,Ford,Focus,2012,Sedan,Qara,125.0,Benzin,135000,Avtomat,Ön,Xeyr,15800
Salyan,LADA (VAZ),2106,1986,Sedan,Boz,75.0,Benzin,100000,Mexaniki,Arxa,Xeyr,3400
Bakı,Kia,Cerato,2015,Sedan,Qara,149.0,Benzin,89000,Avtomat,Ön,Xeyr,18000
Bakı,Kia,Rio,2014,Sedan,Qara,123.0,Benzin,141480,Avtomat,Ön,Xeyr,16300
Bakı,Mercedes,E 230,1988,Sedan,Qara,150.0,Benzin,400000,Avtomat,Arxa,Xeyr,4000
Bakı,Hyundai,Sonata,2016,Sedan,Ağ,178.0,Benzin,75907,Avtomat,Ön,Xeyr,24300
Bakı,Mercedes,E 230,1988,Sedan,Qara,150.0,Benzin,400000,Avtomat,Arxa,Xeyr,4000
Bakı,Hyundai,Sonata,2016,Sedan,Ağ,178.0,Benzin,75907,Avtomat,Ön,Xeyr,24300
Bakı,Chevrolet,Cruze,2009,Sedan,Ağ,124.0,Benzin,156000,Avtomat,Ön,Xeyr,12400
Lənkəran,LADA (VAZ),2106,1993,Sedan,Göy,65.0,Benzin,250000,Mexaniki,Arxa,Xeyr,5500
Sumqayıt,Mercedes,ML 350,2007,Offroader / SUV,Ağ,272.0,Benzin,243279,Avtomat,Tam,Xeyr,20000
Bakı,Lexus,IS 250,2021,Sedan,Qara,204.0,Benzin,138000,Avtomat,Arxa,Xeyr,26000
Gəncə,LADA (VAZ),2106,1985,Sedan,Ağ,75.0,Benzin,160000,Mexaniki,Arxa,Xeyr,3600
Bakı,Chevrolet,Cruze,2015,Sedan,Yaş Asfalt,141.0,Benzin,103200,Avtomat,Ön,Xeyr,14950
Bakı,Mercedes,C 230,1998,Sedan,Qara,193.0,Benzin,250000,Avtomat,Arxa,Xeyr,12300
Bakı,Mercedes,E 250,1994,Sedan,Ağ,126.0,Dizel,295000,Mexaniki,Arxa,Xeyr,9300
Bakı,Toyota,Prius,2007,Hetçbek / Liftbek,Qırmızı,76.0,Hibrid,220389,Avtomat,Ön,Xeyr,12500
Bakı,Porsche,Cayenne,2007,Offroader / SUV,Qara,290.0,Benzin,198000,Avtomat,Tam,Xeyr,23900
Bakı,Mercedes,E 240,1999,Sedan,Boz,170.0,Benzin,269000,Avtomat,Arxa,Xeyr,17000
Bakı,Mercedes,190,1992,Sedan,Qara,122.0,Benzin,210250,Avtomat,Arxa,Xeyr,5500
Bakı,Kia,Ceed,2008,Universal,Qara,115.0,Dizel,210000,Mexaniki,Ön,Xeyr,12900
Quba,Mercedes,S 320,1999,Sedan,Gümüşü,224.0,Benzin,300000,Avtomat,Arxa,Xeyr,10500
Naxçıvan,Chevrolet,Cruze,2014,Sedan,Qırmızı,141.0,Benzin,130000,Avtomat,Ön,Xeyr,17000
Ağdam,LADA (VAZ),2110,2005,Sedan,Qara,75.0,Benzin,350000,Mexaniki,Ön,Xeyr,7600
Bakı,Ford,Transit,2004,Mikroavtobus,Tünd qırmızı,125.0,Dizel,385623,Mexaniki,Arxa,Xeyr,18400
Bakı,LADA (VAZ),2108,1993,Hetçbek / Liftbek,Qırmızı,78.0,Benzin,235000,Mexaniki,Ön,Xeyr,3400
Bakı,Ford,Transit,2007,Furqon,Ağ,125.0,Dizel,100000,Mexaniki,Ön,Xeyr,18000
Ağcabədi,Chevrolet,Cruze,2013,Sedan,Boz,141.0,Benzin,127000,Avtomat,Ön,Xeyr,13500
Bakı,LADA (VAZ),2107,2009,Sedan,Ağ,65.0,Benzin,72999,Mexaniki,Arxa,Xeyr,7000
Bakı,Mercedes,C 200,1999,Sedan,Göy,136.0,Benzin,341000,Avtomat,Arxa,Xeyr,12500
Kürdəmir,LADA (VAZ),Niva,2014,Offroader / SUV,Qara,80.0,Benzin,130000,Avtomat,Tam,Xeyr,14500
Sumqayıt,BMW,525,1998,Sedan,Yaşıl,192.0,Benzin,450000,Avtomat,Arxa,Xeyr,10300
Bakı,Ford,Fusion,2016,Sedan,Qara,181.0,Benzin,111111,Avtomat,Ön,Xeyr,19250
Bakı,Foton,Forland,2005,Yük maşını,Ağ,180.0,Dizel,44444,Mexaniki,Arxa,Xeyr,8900
Sumqayıt,Mercedes,C 320,2000,Sedan,Göy,218.0,Benzin,370000,Avtomat,Arxa,Xeyr,11800
Saatlı,LADA (VAZ),2107,2008,Sedan,Qırmızı,79.0,Benzin,70000,Mexaniki,Arxa,Xeyr,9200
Bakı,Hyundai,Elantra,2005,Sedan,Gümüşü,113.0,Dizel,231100,Mexaniki,Ön,Xeyr,8500
Bakı,Toyota,Corolla,2006,Hetçbek / Liftbek,Ağ,90.0,Dizel,187000,Mexaniki,Ön,Xeyr,13200
Bakı,Kia,Rio,2006,Hetçbek / Liftbek,Gümüşü,112.0,Benzin,147700,Mexaniki,Ön,Xeyr,13000
Bakı,Chrysler,Acclaim,1993,Sedan,Qara,120.0,Benzin,254368,Mexaniki,Ön,Xeyr,4000
Bakı,Hyundai,Sonata,2014,Sedan,Göy,274.0,Benzin,86905,Avtomat,Ön,Xeyr,22700
Sumqayıt,Infiniti,FX35,2008,Offroader / SUV,Ağ,303.0,Benzin,214000,Avtomat,Tam,Xeyr,21300
Bakı,Mercedes,C 180,1995,Sedan,Qəhvəyi,122.0,Benzin,340000,Avtomat,Arxa,Xeyr,8200
Sumqayıt,LADA (VAZ),Niva,2013,Offroader / SUV,Mavi,80.0,Benzin,156000,Mexaniki,Tam,Xeyr,9700
Bakı,Mercedes,C 240,1999,Sedan,Gümüşü,170.0,Benzin,270700,Avtomat,Arxa,Xeyr,12800
Bakı,Opel,Astra,2005,Universal,Qızılı,105.0,Benzin,292000,Mexaniki,Ön,Xeyr,11500
Biləsuvar,Mercedes,E 220,2001,Sedan,Göy,143.0,Dizel,303000,Avtomat,Arxa,Xeyr,16700
Bakı,Hyundai,i30,2008,Hetçbek / Liftbek,Gümüşü,116.0,Dizel,170000,Mexaniki,Ön,Xeyr,13700
Bakı,Mitsubishi,Galant,1997,Sedan,Boz,163.0,Benzin,310000,Avtomat,Ön,Xeyr,4700
Bakı,LADA (VAZ),2107,2006,Sedan,Qırmızı,75.0,Benzin,15000,Mexaniki,Arxa,Xeyr,6200
Bakı,Hyundai,Matrix,2006,Minivan,Göy,110.0,Dizel,212000,Mexaniki,Ön,Xeyr,10800
Bakı,LADA (VAZ),2115,2012,Sedan,Qara,75.0,Benzin,200000,Mexaniki,Ön,Xeyr,8300
Mingəçevir,GAZ,Sobol,2000,Furqon,Ağ,100.0,Benzin,250000,Mexaniki,Arxa,Xeyr,7500
Mingəçevir,GAZ,Sobol,2000,Furqon,Ağ,100.0,Benzin,250000,Mexaniki,Arxa,Xeyr,7500
Gəncə,Mercedes,190,1989,Sedan,Qara,122.0,Benzin,290000,Avtomat,Arxa,Xeyr,6400
İmişli,Opel,Astra,2005,Hetçbek / Liftbek,Göy,90.0,Benzin,282000,Mexaniki,Ön,Xeyr,10500
Sumqayıt,GAZ,3302-288,2018,Yük maşını,Ağ,100.0,Benzin,132000,Mexaniki,Arxa,Xeyr,19800
Bakı,Nissan,X-Trail,2004,Offroader / SUV,Ağ,150.0,Benzin,230000,Avtomat,Tam,Xeyr,13500
Sumqayıt,Mitsubishi,Chariot,1999,Minivan,Qara,165.0,Benzin,390000,Avtomat,Ön,Xeyr,9500
Sumqayıt,Chevrolet,Cruze,2012,Sedan,Gümüşü,141.0,Benzin,135824,Avtomat,Arxa,Xeyr,14100
Qazax,LADA (VAZ),2107,1988,Sedan,Ağ,75.0,Benzin,126000,Mexaniki,Ön,Xeyr,3000
Saatlı,GAZ,330202-740,2006,Yük maşını,Ağ,131.0,Dizel,15000,Mexaniki,Arxa,Xeyr,15500
Tərtər,Mercedes,E 240,2000,Sedan,Gümüşü,170.0,Benzin,371000,Avtomat,Arxa,Xeyr,17800
Bakı,Opel,Astra,2006,Hetçbek / Liftbek,Boz,90.0,Dizel,205000,Mexaniki,Ön,Xeyr,10400
Bakı,BMW,325,2005,Sedan,Ağ,218.0,Benzin,115000,Avtomat,Arxa,Xeyr,15500
Bakı,LADA (VAZ),Niva,2015,Offroader / SUV,Qara,80.0,Benzin,107000,Mexaniki,Tam,Xeyr,12400
Bakı,Opel,Sintra,1999,Minivan,Tünd qırmızı,141.0,Benzin,310000,Mexaniki,Ön,Xeyr,4900
Bakı,LADA (VAZ),2107,2011,Sedan,Qara,75.0,Benzin,20000,Mexaniki,Arxa,Xeyr,7200
Bakı,Hyundai,Santa Fe,2012,Offroader / SUV,Qara,175.0,Benzin,135000,Avtomat,Tam,Xeyr,27700
Daşkəsən,LADA (VAZ),Niva,2012,Offroader / SUV,Ağ,80.0,Benzin,185000,Mexaniki,Tam,Xeyr,10200
Bakı,Toyota,Prado,2015,Offroader / SUV,Qara,190.0,Dizel,141000,Avtomat,Tam,Xeyr,41500
Qəbələ,Mercedes,C 220,1994,Sedan,Bənövşəyi,150.0,Benzin,480000,Avtomat,Arxa,Xeyr,8200
Bakı,Toyota,Camry,2012,Sedan,Ağ,181.0,Benzin,154497,Avtomat,Ön,Xeyr,25990
Bakı,Toyota,RAV 4,2021,Offroader / SUV,Boz,175.0,Benzin,0,Avtomat,Ön,Bəli,35500
Sumqayıt,Nissan,X-Trail,2008,Offroader / SUV,Ağ,170.0,Benzin,130000,Avtomat,Tam,Xeyr,19500
Beyləqan,Khazar,SD,2019,Sedan,Qara,113.0,Benzin,18600,Mexaniki,Ön,Xeyr,15500
Bakı,Toyota,RAV 4,2021,Offroader / SUV,Boz,175.0,Benzin,0,Avtomat,Ön,Bəli,33500
Bakı,Mercedes,Sprinter 313,2012,Furqon,Ağ,170.0,Dizel,230000,Mexaniki,Arxa,Xeyr,28800
Bakı,Opel,Astra,2007,Hetçbek / Liftbek,Qara,90.0,Dizel,215000,Mexaniki,Ön,Xeyr,9800
Bakı,Mercedes,E 320,2001,Sedan,Boz,224.0,Dizel,395000,Avtomat,Arxa,Xeyr,17800
Sumqayıt,Ford,Transit,2006,Yük maşını,Ağ,140.0,Dizel,275000,Mexaniki,Arxa,Xeyr,26500
Şəki,Hyundai,Elantra,1996,Sedan,Tünd qırmızı,114.0,Benzin,177526,Mexaniki,Ön,Xeyr,4800
Bakı,Hyundai,Accent,2006,Sedan,Qara,97.0,Benzin,145311,Mexaniki,Ön,Xeyr,11600
Bakı,Mercedes,E 220,2001,Sedan,Gümüşü,143.0,Dizel,243665,Avtomat,Arxa,Xeyr,15800
Bakı,Mercedes,E 220,1999,Sedan,Göy,143.0,Dizel,385000,Avtomat,Arxa,Xeyr,16800
Bakı,Chevrolet,Cruze,2015,Sedan,Ağ,141.0,Benzin,87000,Avtomat,Ön,Xeyr,14600
Bakı,LADA (VAZ),21099,1993,Sedan,Tünd qırmızı,80.0,Benzin,450000,Mexaniki,Ön,Xeyr,4100
Bakı,Mercedes,190,1991,Sedan,Qızılı,136.0,Benzin,535724,Mexaniki,Arxa,Xeyr,4900
Bərdə,LADA (VAZ),2109,1988,Sedan,Qızılı,76.0,Benzin,96000,Mexaniki,Ön,Xeyr,4500
Bakı,Toyota,Corolla,2006,Hetçbek / Liftbek,Yaş Asfalt,97.0,Dizel,195304,Mexaniki,Ön,Xeyr,13200
Bakı,Mercedes,E 350,2006,Sedan,Ağ,272.0,Benzin,371000,Avtomat,Tam,Xeyr,18500
Bakı,Mercedes,Atego 1222,2006,Yük maşını,Göy,234.0,Dizel,300000,Mexaniki,Arxa,Xeyr,40000
Bakı,Mercedes,C 230,2000,Sedan,Qara,193.0,Benzin,205240,Avtomat,Arxa,Xeyr,11800
Bakı,Mercedes,S 400,2013,Sedan,Qara,333.0,Benzin,132000,Avtomat,Arxa,Xeyr,61500
Bakı,BMW,318,1998,Sedan,Göy,118.0,Benzin,393000,Avtomat,Arxa,Xeyr,8900
Gəncə,Volkswagen,Crafter,2007,Mikroavtobus,Qara,164.0,Dizel,284000,Mexaniki,Arxa,Xeyr,26000
Bakı,Toyota,Corolla,2014,Sedan,Ağ,160.0,Benzin,61115,Avtomat,Ön,Xeyr,34499
Bakı,BMW,528,2000,Sedan,Mavi,193.0,Benzin,173000,Avtomat,Arxa,Xeyr,10700
Bakı,Toyota,Prius,2009,Hetçbek / Liftbek,Gümüşü,75.0,Hibrid,195868,Variator,Ön,Xeyr,13200
Gəncə,LADA (VAZ),2106,1991,Sedan,Boz,65.0,Benzin,4253,Mexaniki,Arxa,Xeyr,3400
İsmayıllı,Opel,Astra,2007,Hetçbek / Liftbek,Qara,90.0,Benzin,204000,Mexaniki,Ön,Xeyr,12200
Bakı,Daewoo,Nexia,2010,Sedan,Gümüşü,86.0,Benzin,206000,Mexaniki,Ön,Xeyr,7800
Bakı,Mercedes,C 230,2000,Sedan,Ağ,193.0,Benzin,418429,Avtomat,Arxa,Xeyr,12700
Bakı,Opel,Zafira,2007,Minivan,Yaşıl,150.0,Dizel,329991,Avtomat,Ön,Xeyr,13000
Bakı,BMW,530,2008,Sedan,Qara,272.0,Benzin,265000,Avtomat,Arxa,Xeyr,25700
Bakı,Chevrolet,Cruze,2017,Sedan,Yaş Asfalt,153.0,Benzin,75000,Avtomat,Ön,Xeyr,17800
Sumqayıt,BMW,735,2001,Sedan,Gümüşü,235.0,Benzin,210000,Avtomat,Arxa,Xeyr,9800
Xırdalan,Mercedes,E 240,1998,Sedan,Gümüşü,170.0,Benzin,350000,Avtomat,Arxa,Xeyr,12450
Şəki,ZIL,5301,1998,Yük maşını,Ağ,250.0,Dizel,350000,Mexaniki,Arxa,Xeyr,8500
Bakı,Chevrolet,Cruze,2014,Sedan,Ağ,141.0,Benzin,127000,Avtomat,Ön,Xeyr,17800
Cəlilabad,Ford,Transit,2006,Furqon,Göy,140.0,Dizel,170000,Mexaniki,Arxa,Xeyr,22000
Bakı,LADA (VAZ),2106,2005,Sedan,Göy,75.0,Benzin,320646,Mexaniki,Arxa,Xeyr,5900
Cəlilabad,Ford,Transit,2006,Furqon,Ağ,140.0,Dizel,195800,Mexaniki,Arxa,Xeyr,22500
Neftçala,LADA (VAZ),Niva,2014,Offroader / SUV,Yaşıl,80.0,Benzin,172067,Mexaniki,Tam,Xeyr,8500
Bakı,Mercedes,S 320,1998,Sedan,Qara,231.0,Benzin,131898,Avtomat,Arxa,Xeyr,25000
Bakı,Mercedes,C 180,1994,Sedan,Göy,122.0,Benzin,180000,Avtomat,Arxa,Xeyr,7300
Bakı,Mercedes,E 220,2002,Sedan,Gümüşü,150.0,Dizel,296000,Avtomat,Arxa,Xeyr,17350
Bakı,Opel,Astra,2008,Hetçbek / Liftbek,Qara,90.0,Dizel,329606,Mexaniki,Ön,Xeyr,11200
Ağcabədi,Mercedes,E 270,2000,Sedan,Gümüşü,170.0,Dizel,351027,Avtomat,Arxa,Xeyr,18500
Bakı,Opel,Astra,1998,Universal,Göy,106.0,Benzin,280000,Mexaniki,Ön,Xeyr,8200
Bakı,Opel,Astra,1998,Universal,Göy,106.0,Benzin,280000,Mexaniki,Ön,Xeyr,8200
Bakı,Toyota,Prado,2012,Offroader / SUV,Qara,163.0,Benzin,122002,Avtomat,Tam,Xeyr,25500
Sumqayıt,Mercedes,C 200,1996,Sedan,Göy,136.0,Benzin,303805,Avtomat,Ön,Xeyr,8900
Bakı,LADA (VAZ),Niva,2018,Offroader / SUV,Qara,80.0,Benzin,47400,Mexaniki,Tam,Xeyr,17000
Bakı,Hyundai,Accent,2009,Sedan,Ağ,100.0,Benzin,256000,Avtomat,Ön,Xeyr,12900
Qazax,LADA (VAZ),21045,2008,Furqon,Göy,75.0,Benzin,60000,Mexaniki,Arxa,Xeyr,6900
Gəncə,LADA (VAZ),2106,1998,Sedan,Yaşıl,65.0,Benzin,170000,Mexaniki,Arxa,Xeyr,4200
Bakı,Mercedes,S 560 4MATIC,2017,Sedan,Qara,469.0,Benzin,60000,Avtomat,Arxa,Xeyr,98000
Bakı,Hyundai,Accent,2006,Sedan,Boz,94.0,Benzin,161000,Mexaniki,Ön,Xeyr,11700
Bakı,Chevrolet,Equinox,2017,Offroader / SUV,Qara,170.0,Benzin,80885,Avtomat,Ön,Xeyr,16200
Bakı,Chevrolet,Cruze,2016,Sedan,Boz,153.0,Benzin,102700,Avtomat,Ön,Xeyr,16000
Bakı,Mercedes,ML 350,2005,Offroader / SUV,Qara,272.0,Benzin,280000,Avtomat,Arxa,Xeyr,17500
Hacıqabul,LADA (VAZ),2107,2014,Sedan,Ağ,65.0,Benzin,123654,Mexaniki,Ön,Xeyr,4900
Astara,LADA (VAZ),Niva,2012,Offroader / SUV,Ağ,80.0,Benzin,182560,Mexaniki,Tam,Xeyr,8800
Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,167.0,Benzin,355000,Avtomat,Tam,Xeyr,22500
Ağcabədi,Mercedes,E 300,1990,Sedan,Gümüşü,177.0,Dizel,32000,Avtomat,Arxa,Xeyr,8700
Bakı,Opel,Vectra,1996,Sedan,Qızılı,101.0,Benzin,200000,Avtomat,Arxa,Xeyr,6000
Tovuz,LADA (VAZ),Niva,2013,Offroader / SUV,Ağ,80.0,Benzin,165000,Mexaniki,Tam,Xeyr,9200
Naxçıvan,Hyundai,Elantra,2012,Sedan,Ağ,150.0,Benzin,100000,Avtomat,Ön,Xeyr,22000
Bakı,Nissan,X-Trail,2014,Offroader / SUV,Ağ,175.0,Benzin,130000,Avtomat,Tam,Xeyr,31800
Bakı,LADA (VAZ),2106,1996,Sedan,Boz,65.0,Benzin,70500,Mexaniki,Arxa,Xeyr,4200
Bakı,Land Rover,Discovery,2017,Offroader / SUV,Qara,340.0,Benzin,0,Avtomat,Tam,Bəli,72500
Bakı,Land Rover,Discovery,2017,Offroader / SUV,Qara,340.0,Benzin,0,Avtomat,Tam,Bəli,72500
Bakı,Hyundai,Elantra,2014,Sedan,Ağ,150.0,Benzin,81000,Avtomat,Ön,Xeyr,25500
Gəncə,Mercedes,E 220,2015,Sedan,Qara,170.0,Dizel,102000,Avtomat,Arxa,Xeyr,31000
Tovuz,LADA (VAZ),2115,2011,Sedan,Tünd qırmızı,80.0,Benzin,188402,Mexaniki,Ön,Xeyr,9000
Bakı,Mercedes,C 200,1997,Sedan,Göy,136.0,Benzin,230000,Avtomat,Arxa,Xeyr,12500
Bakı,Mercedes,GL 550,2010,Offroader / SUV,Ağ,388.0,Benzin,191900,Avtomat,Tam,Xeyr,22500
Bakı,Opel,Astra,2005,Hetçbek / Liftbek,Yaşıl,90.0,Benzin,215293,Mexaniki,Ön,Xeyr,10800
Bakı,BMW,X5,2007,Offroader / SUV,Qara,355.0,Benzin,240053,Avtomat,Tam,Xeyr,18700
Bakı,Daewoo,Nexia,2005,Sedan,Gümüşü,75.0,Benzin,20000,Mexaniki,Ön,Xeyr,6200
Bakı,Infiniti,G37S,2011,Sedan,Ağ,333.0,Benzin,197949,Avtomat,Tam,Xeyr,16800
Gəncə,Chevrolet,Cruze,2011,Sedan,Qara,140.0,Benzin,168000,Avtomat,Ön,Xeyr,12800
Sumqayıt,Kia,Sorento,2010,Offroader / SUV,Ağ,197.0,Dizel,182314,Avtomat,Tam,Xeyr,29900
Bakı,Ford,Escort,1994,Sedan,Ağ,90.0,Benzin,325500,Mexaniki,Ön,Xeyr,3250
Bakı,LADA (VAZ),Granta,2019,Sedan,Ağ,106.0,Benzin,38000,Mexaniki,Ön,Xeyr,16200
Şirvan,LADA (VAZ),2115,2011,Sedan,Qara,75.0,Benzin,23224,Mexaniki,Ön,Xeyr,8700
Bakı,Ford,Fusion,2018,Sedan,Qara,181.0,Benzin,97000,Avtomat,Ön,Xeyr,24700
Bakı,Mercedes,E 250,1990,Sedan,Gümüşü,126.0,Dizel,509512,Avtomat,Arxa,Xeyr,5500
Sumqayıt,BMW,530,2008,Sedan,Göy,272.0,Benzin,235468,Avtomat,Arxa,Xeyr,18000
Bakı,Opel,Astra,2008,Hetçbek / Liftbek,Qara,90.0,Dizel,210000,Mexaniki,Ön,Xeyr,11400
Bakı,Audi,A6,2014,Sedan,Ağ,333.0,Benzin,88000,Avtomat,Tam,Xeyr,27500
Zaqatala,Opel,Vectra,1994,Sedan,Tünd qırmızı,90.0,Benzin,200000,Mexaniki,Arxa,Xeyr,5200
Sumqayıt,Hyundai,Santa Fe,2014,Offroader / SUV,Bej,184.0,Dizel,280000,Avtomat,Ön,Xeyr,35000
Bakı,Renault,Scenic,2006,Minivan,Boz,106.0,Dizel,388000,Mexaniki,Ön,Xeyr,10800
Bakı,Nissan,Maxima,2018,Sedan,Ağ,307.0,Benzin,67500,Avtomat,Ön,Xeyr,27600
Bakı,Nissan,Maxima,2018,Sedan,Ağ,307.0,Benzin,67500,Avtomat,Ön,Xeyr,27600
Bakı,Mercedes,G 500,2008,Offroader / SUV,Qara,388.0,Benzin,220000,Avtomat,Tam,Xeyr,53000
Neftçala,Mercedes,190,1991,Sedan,Ağ,122.0,Dizel,400080,Mexaniki,Arxa,Xeyr,7500
Bakı,Hyundai,Elantra,2012,Sedan,Tünd qırmızı,150.0,Benzin,142684,Avtomat,Ön,Xeyr,16500
Bakı,Mercedes,E 220,2019,Sedan,Qara,194.0,Benzin,52835,Avtomat,Arxa,Xeyr,57500
Bakı,Mercedes,E 270,2000,Sedan,Gümüşü,170.0,Dizel,265500,Avtomat,Arxa,Xeyr,15500
Bakı,Mercedes,E 270,2001,Sedan,Gümüşü,177.0,Dizel,273000,Avtomat,Arxa,Xeyr,18800
Gəncə,Kia,Cerato,2010,Sedan,Ağ,156.0,Benzin,211564,Avtomat,Ön,Xeyr,16000
Bakı,Opel,Signum,2006,Universal,Qara,150.0,Dizel,256190,Avtomat,Ön,Xeyr,12000
Bakı,Kia,Sorento,2015,Offroader / SUV,Yaş Asfalt,240.0,Benzin,145500,Avtomat,Tam,Xeyr,35900
Şəki,LADA (VAZ),2106,1998,Sedan,Ağ,65.0,Benzin,134000,Mexaniki,Arxa,Xeyr,5800
Bakı,Chevrolet,Trax,2018,Offroader / SUV,Ağ,140.0,Benzin,2900,Avtomat,Tam,Xeyr,30500
Qobustan,Chevrolet,Niva,2005,Offroader / SUV,Göy,80.0,Benzin,124000,Mexaniki,Tam,Xeyr,7500
İsmayıllı,Hyundai,i30,2010,Universal,Ağ,116.0,Dizel,198000,Mexaniki,Ön,Xeyr,14800
Bakı,Hyundai,Accent,2020,Sedan,Qara,123.0,Benzin,14000,Avtomat,Ön,Xeyr,25800
Bakı,Toyota,Prius,2011,Hetçbek / Liftbek,Tünd qırmızı,150.0,Benzin,161000,Avtomat,Ön,Xeyr,16500
Bakı,Toyota,Corolla,2005,Universal,Qara,90.0,Dizel,223000,Mexaniki,Ön,Xeyr,12800
Bərdə,Audi,Q7,2007,Offroader / SUV,Ağ,350.0,Benzin,190000,Avtomat,Tam,Xeyr,20000
Bakı,Kia,Ceed,2009,Hetçbek / Liftbek,Çəhrayı,115.0,Dizel,237095,Avtomat,Ön,Xeyr,16700
Bakı,Ford,Transit,2000,Furqon,Ağ,76.0,Dizel,350000,Mexaniki,Arxa,Xeyr,13000
Sumqayıt,Nissan,Murano,2006,Offroader / SUV,Qara,248.0,Benzin,145236,Avtomat,Ön,Xeyr,8800
Xaçmaz,LADA (VAZ),2106,1993,Sedan,Bej,75.0,Benzin,100000,Mexaniki,Arxa,Xeyr,4100
Sumqayıt,Ford,Escape,2006,Offroader / SUV,Qara,176.0,Benzin,100000,Avtomat,Tam,Xeyr,8800
Xaçmaz,LADA (VAZ),2106,2004,Sedan,Ağ,75.0,Benzin,148000,Mexaniki,Arxa,Xeyr,6000
Bakı,Hyundai,Elantra,2013,Sedan,Ağ,150.0,Benzin,76000,Avtomat,Ön,Xeyr,21500
Sumqayıt,Mercedes,C 230,1998,Sedan,Ağ,150.0,Benzin,100000,Avtomat,Arxa,Xeyr,8900
